Sex,Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Academic_Year,Performance_Index
Male,1,92,Yes,6,1,68
Male,6,76,Yes,6,5,66
Male,6,70,Yes,6,3,60
Male,4,62,No,9,5,44
Female,8,96,No,4,3,90
Female,4,66,No,4,2,47
Female,8,95,Yes,6,5,88
Male,8,61,No,8,4,56
Male,5,78,No,5,1,66
Female,4,96,Yes,7,1,78
Male,2,66,Yes,5,4,43
Male,3,93,No,5,1,72
Male,3,88,Yes,7,4,69
Female,4,43,No,6,1,24
Female,4,63,Yes,5,3,47
Male,5,62,No,7,2,45
Male,4,87,Yes,9,1,72
Female,8,58,Yes,8,5,51
Female,6,81,Yes,8,3,73
Male,6,42,Yes,8,4,28
Male,8,66,No,6,1,56
Male,7,42,No,5,3,29
Female,8,67,Yes,5,5,60
Male,2,56,No,4,4,28
Female,9,70,Yes,8,2,66
Male,1,49,Yes,6,5,21
Male,8,88,No,7,3,84
Male,4,61,No,6,2,42
Male,4,69,No,5,5,51
Female,5,88,No,8,2,74
Female,8,60,No,4,3,50
Female,5,75,No,9,4,62
Female,8,92,No,6,1,90
Female,1,62,Yes,4,3,32
Male,9,77,No,5,1,71
Female,6,51,Yes,7,4,37
Female,3,64,No,6,1,42
Male,8,93,No,9,4,85
Female,9,96,Yes,5,3,96
Male,6,59,Yes,8,5,51
Female,7,88,Yes,6,2,82
Male,1,88,Yes,4,4,64
Female,5,81,No,6,3,67
Male,5,46,No,5,2,32
Male,4,68,Yes,5,4,50
Female,6,87,Yes,4,2,73
Male,7,68,No,9,3,62
Female,9,52,No,5,4,48
Male,1,42,Yes,6,1,20
Female,6,41,No,9,2,33
Female,7,55,No,4,3,43
Male,3,69,Yes,5,2,49
Male,8,77,Yes,5,4,70
Female,5,45,Yes,6,1,28
Male,9,84,Yes,5,3,82
Male,5,46,No,6,1,29
Female,9,44,Yes,8,3,42
Male,4,95,No,9,1,79
Female,9,46,No,6,4,41
Male,5,73,No,7,2,61
Male,9,71,No,5,3,69
Female,3,88,Yes,8,5,68
Female,4,52,No,9,2,38
Female,9,69,Yes,4,2,67
Male,6,64,No,7,4,54
Male,2,60,Yes,4,3,39
Female,7,99,No,7,2,93
Male,2,98,No,8,4,76
Male,2,60,Yes,9,5,39
Female,1,67,Yes,8,4,38
Male,3,87,Yes,8,4,69
Male,6,97,Yes,7,3,88
Male,8,59,No,6,5,54
Male,9,73,No,9,2,68
Male,7,44,No,4,1,33
Male,4,57,No,6,5,40
Male,6,99,No,6,5,87
Male,5,78,Yes,5,4,64
Male,8,82,Yes,4,5,70
Male,1,96,No,7,1,70
Male,1,96,Yes,5,3,72
Female,6,50,No,5,2,38
Male,2,93,No,8,4,71
Male,5,56,Yes,7,1,40
Male,1,87,No,6,2,58
Male,7,84,Yes,9,5,77
Female,1,61,No,6,2,38
Female,4,76,Yes,6,2,60
Female,9,59,No,8,3,57
Female,1,87,No,6,5,63
Male,4,99,Yes,4,1,82
Male,6,93,No,6,1,84
Female,6,93,No,6,5,84
Male,8,87,Yes,4,5,77
Male,1,87,Yes,8,1,61
Female,7,85,Yes,5,5,73
Male,1,45,No,7,5,15
Female,7,73,Yes,8,5,64
Male,3,53,Yes,6,1,33
Female,8,87,Yes,5,5,78
Female,3,62,No,7,1,43
Male,1,59,Yes,7,1,34
Male,8,52,No,7,3,48
Male,3,86,No,4,1,66
Male,2,83,Yes,4,4,60
Female,1,80,No,5,2,53
Male,3,71,No,6,2,51
Female,2,65,No,5,1,43
Female,2,89,No,6,3,68
Male,6,92,No,8,5,80
Male,1,53,Yes,7,2,26
Male,2,91,Yes,7,2,70
Male,6,96,Yes,4,3,85
Male,3,75,No,8,3,57
Male,4,47,Yes,9,3,30
Male,1,79,No,8,1,56
Male,8,61,No,6,3,53
Female,7,61,No,8,4,52
Female,7,55,No,4,5,47
Male,3,66,Yes,6,2,48
Female,3,95,No,5,4,78
Male,2,99,Yes,6,2,79
Female,1,99,Yes,5,3,75
Female,7,49,No,9,5,40
Female,7,64,Yes,6,1,59
Male,2,70,Yes,7,4,49
Male,7,60,Yes,9,3,48
Male,8,66,No,5,5,60
Male,1,56,No,4,5,29
Male,9,72,No,9,4,68
Female,7,70,Yes,9,5,63
Male,3,89,Yes,9,2,71
Female,8,81,No,5,2,76
Male,7,65,No,5,1,57
Male,8,60,Yes,6,2,54
Male,6,75,No,7,1,61
Female,9,40,No,9,2,34
Male,5,43,Yes,6,3,32
Male,3,43,Yes,6,2,23
Female,3,65,No,7,4,44
Male,1,43,No,6,3,18
Male,8,88,No,7,4,82
Male,2,48,No,4,2,18
Male,3,69,Yes,7,5,52
Female,8,90,No,8,2,88
Female,8,84,No,7,1,78
Male,4,43,Yes,7,1,26
Female,4,44,Yes,8,4,26
Female,5,84,Yes,7,4,74
Male,6,62,Yes,5,1,52
Male,5,55,Yes,6,5,40
Male,7,61,Yes,6,2,54
Female,2,76,Yes,4,1,51
Male,7,47,No,4,5,35
Female,7,87,No,8,4,79
Female,1,72,Yes,5,2,45
Female,7,94,No,4,3,81
Male,5,99,No,6,5,87
Male,3,77,Yes,4,5,56
Female,3,82,Yes,4,4,65
Male,4,55,Yes,7,4,38
Male,2,44,Yes,4,2,17
Male,2,55,Yes,8,1,35
Female,1,46,No,6,4,20
Male,5,90,No,8,1,75
Female,4,40,Yes,8,4,26
Female,2,48,Yes,9,2,23
Female,3,57,No,5,5,38
Male,7,84,No,9,4,78
Male,7,97,No,9,1,91
Male,4,86,Yes,7,5,67
Female,5,42,Yes,8,3,31
Male,5,63,No,5,3,49
Male,6,67,Yes,6,2,57
Male,9,49,No,6,5,45
Female,2,48,Yes,5,4,22
Male,5,52,Yes,8,1,35
Male,3,87,No,8,1,65
Male,4,74,No,7,1,53
Female,6,93,Yes,7,1,79
Male,8,62,No,9,1,57
Female,1,86,Yes,6,4,58
Male,8,56,No,7,2,50
Female,7,85,No,5,3,75
Female,1,46,Yes,6,2,17
Male,2,91,Yes,8,4,70
Female,3,55,Yes,6,4,36
Female,1,92,No,4,1,61
Male,9,79,No,6,4,78
Male,8,75,Yes,7,5,71
Male,2,59,No,5,2,36
Female,9,63,Yes,8,5,63
Male,7,86,Yes,8,1,78
Female,9,44,Yes,7,3,39
Male,6,84,Yes,7,5,70
Male,6,45,Yes,7,5,34
Female,4,67,No,4,5,49
Female,2,98,No,5,3,71
Male,7,44,Yes,4,3,34
Female,5,88,No,7,5,77
Female,6,78,Yes,5,2,67
Female,2,77,No,7,5,52
Female,5,41,No,5,1,25
Male,4,82,Yes,8,5,68
Male,9,78,No,4,3,76
Female,6,93,Yes,9,1,85
Female,2,60,No,7,4,40
Female,1,79,Yes,7,5,56
Male,5,76,Yes,6,2,62
Female,9,98,Yes,9,2,99
Female,6,57,Yes,8,3,46
Male,7,93,Yes,7,4,86
Male,5,87,Yes,4,1,73
Male,6,85,No,8,5,74
Female,5,51,Yes,7,1,37
Male,9,56,No,4,1,50
Male,6,76,Yes,6,3,65
Female,8,85,No,6,2,79
Male,2,77,Yes,4,2,53
Male,9,54,Yes,8,4,55
Female,5,46,No,4,3,31
Female,7,53,Yes,9,3,47
Male,1,89,Yes,4,3,63
Male,5,40,Yes,6,4,27
Male,2,77,Yes,6,4,53
Male,6,42,No,6,4,33
Female,1,76,Yes,9,3,56
Male,3,83,No,7,3,65
Female,5,70,Yes,9,4,55
Male,4,82,Yes,7,3,67
Male,3,52,Yes,9,5,32
Female,5,87,Yes,5,1,73
Female,8,57,No,7,5,45
Male,4,56,Yes,8,5,43
Male,1,56,Yes,8,4,32
Male,7,50,Yes,6,4,42
Female,8,59,No,9,5,55
Male,3,49,No,4,1,28
Female,6,68,No,6,5,58
Male,2,87,No,4,1,67
Male,7,73,Yes,9,3,66
Male,8,56,Yes,6,5,46
Female,6,93,No,6,5,79
Male,6,91,Yes,8,5,83
Female,5,81,Yes,4,5,63
Female,8,52,No,5,5,45
Female,1,83,Yes,5,3,63
Male,4,86,No,6,5,70
Female,4,78,No,9,4,58
Female,3,66,No,6,3,50
Female,3,93,No,8,2,77
Male,4,92,No,4,4,75
Male,1,65,No,6,5,40
Male,2,67,Yes,9,3,43
Female,9,52,Yes,5,4,47
Female,2,51,Yes,4,1,22
Male,5,83,No,6,3,71
Female,9,67,No,4,1,63
Male,9,41,No,8,4,37
Female,8,76,Yes,5,3,72
Female,1,96,Yes,9,5,73
Female,1,96,No,4,2,72
Female,9,73,No,5,5,68
Female,8,62,No,6,2,59
Female,9,97,No,9,4,97
Female,7,91,No,9,1,83
Female,3,84,Yes,7,2,65
Male,3,68,No,4,4,47
Female,2,74,No,5,1,51
Female,5,50,No,4,4,32
Female,3,87,No,6,2,63
Female,6,72,Yes,6,2,60
Female,2,90,No,9,3,70
Male,3,50,No,9,2,32
Female,5,48,No,5,4,32
Male,1,53,Yes,8,5,29
Male,1,48,No,4,5,21
Female,9,78,Yes,4,5,74
Male,7,87,No,6,4,81
Male,1,42,No,4,1,11
Male,8,68,No,5,4,65
Female,3,58,No,7,4,37
Female,8,75,No,9,5,75
Female,5,71,No,6,1,61
Female,1,46,No,9,4,17
Female,7,94,No,9,1,87
Male,5,67,No,9,2,52
Male,6,83,Yes,7,1,71
Male,6,57,Yes,4,2,46
Female,8,99,Yes,8,2,99
Female,9,44,Yes,9,2,40
Female,2,62,No,5,2,42
Female,9,94,No,9,4,91
Female,9,61,Yes,9,2,57
Female,7,65,Yes,4,4,58
Male,1,81,Yes,5,3,55
Female,7,51,Yes,4,2,46
Female,5,79,No,9,3,64
Male,6,58,Yes,4,3,45
Female,7,86,No,4,3,78
Male,5,40,No,6,3,24
Male,7,42,No,7,3,36
Male,9,66,Yes,8,1,65
Female,3,57,Yes,7,3,35
Male,8,89,No,7,1,87
Female,2,69,Yes,5,4,45
Female,7,41,Yes,6,3,35
Female,2,44,No,6,1,18
Female,4,68,No,4,2,46
Female,7,72,Yes,7,4,63
Female,3,81,No,8,1,62
Male,2,59,Yes,5,4,35
Male,7,69,Yes,6,5,63
Male,1,81,No,4,5,58
Female,8,44,No,8,5,37
Male,3,89,Yes,7,4,74
Female,2,60,No,8,1,40
Male,3,97,Yes,6,2,78
Female,5,54,No,5,1,38
Male,8,59,Yes,7,1,55
Female,7,47,No,5,5,39
Male,7,88,Yes,9,5,84
Male,7,70,Yes,8,5,60
Male,8,51,No,8,3,47
Female,1,60,Yes,4,5,34
Male,4,69,Yes,7,1,54
Female,6,66,Yes,8,1,56
Male,9,83,Yes,6,3,82
Male,2,65,Yes,9,5,45
Female,1,72,No,6,1,45
Male,2,65,Yes,5,4,43
Male,7,65,Yes,9,1,57
Female,3,75,Yes,9,2,56
Female,2,79,No,6,5,56
Female,7,40,No,8,5,30
Male,2,98,Yes,6,5,75
Female,3,54,Yes,7,2,33
Male,7,89,No,5,5,80
Female,4,40,No,9,3,27
Male,1,50,Yes,7,4,26
Male,5,94,No,8,5,81
Male,9,41,Yes,8,5,41
Female,8,40,Yes,6,1,34
Male,9,70,Yes,4,3,68
Female,9,83,No,9,2,83
Female,7,55,Yes,9,2,44
Male,4,93,Yes,4,5,75
Male,5,61,No,8,2,52
Male,1,81,Yes,8,4,56
Male,1,57,Yes,9,4,37
Male,3,86,Yes,5,4,67
Female,8,56,No,9,2,50
Male,2,69,No,8,5,46
Female,4,49,Yes,8,5,31
Female,2,74,No,5,5,51
Male,5,97,Yes,7,4,82
Female,9,60,Yes,7,5,58
Male,1,55,No,5,2,31
Male,5,45,No,5,5,29
Male,9,42,Yes,7,1,40
Male,1,80,No,7,1,51
Female,9,82,No,7,1,79
Male,8,60,No,7,2,52
Female,4,52,Yes,9,3,36
Female,5,57,Yes,9,2,43
Female,5,97,No,6,4,81
Male,6,93,Yes,5,4,81
Female,7,99,Yes,4,1,84
Female,8,63,No,6,1,55
Female,8,66,Yes,4,5,64
Male,2,93,No,4,1,68
Female,9,43,Yes,8,5,41
Female,7,61,Yes,5,5,53
Female,4,63,No,9,4,50
Male,4,79,Yes,6,2,65
Male,8,84,No,5,5,78
Female,4,49,Yes,7,3,31
Male,6,41,Yes,5,2,30
Female,5,79,Yes,4,1,64
Male,3,45,No,9,4,26
Male,2,87,Yes,7,2,66
Male,9,57,Yes,5,4,55
Male,9,56,No,5,5,52
Male,1,77,No,9,5,57
Female,3,84,Yes,4,1,68
Male,8,62,No,7,2,57
Male,6,85,No,4,4,75
Male,5,69,No,9,1,54
Male,5,97,No,5,2,82
Male,6,60,Yes,6,2,51
Female,7,49,No,6,4,43
Female,1,95,Yes,8,2,68
Female,9,82,Yes,6,1,77
Male,3,52,Yes,9,2,33
Female,4,51,No,9,5,37
Female,1,48,No,9,2,23
Male,3,43,Yes,7,4,26
Male,2,78,Yes,8,1,56
Male,2,63,No,7,2,42
Male,1,93,No,6,3,65
Female,8,73,Yes,6,4,66
Female,3,78,No,5,3,57
Male,3,80,No,7,1,59
Male,6,44,Yes,4,1,28
Female,8,54,No,5,1,46
Male,9,89,No,7,3,84
Male,9,43,Yes,9,3,42
Male,4,90,No,8,4,73
Female,5,91,Yes,7,2,77
Female,2,97,No,8,1,74
Female,9,78,Yes,8,5,75
Female,8,97,No,6,1,94
Female,3,47,Yes,4,2,27
Male,9,88,No,7,5,89
Male,3,84,No,4,2,62
Male,9,63,No,8,5,59
Female,2,92,Yes,6,3,73
Female,9,67,No,4,4,57
Female,8,94,Yes,5,3,90
Male,9,82,No,8,3,80
Male,5,66,No,5,5,50
Male,2,40,No,9,3,18
Female,8,73,No,4,5,68
Female,6,56,No,4,4,39
Male,8,76,No,4,5,67
Female,5,77,Yes,9,5,69
Male,2,65,Yes,7,2,43
Male,6,96,No,8,2,84
Female,5,63,No,8,1,50
Female,5,78,No,8,3,65
Female,1,99,No,7,3,74
Female,2,60,No,4,3,35
Male,8,69,Yes,4,3,61
Female,3,86,No,9,1,64
Female,3,90,No,5,3,66
Male,8,87,Yes,7,2,81
Male,8,96,Yes,6,1,93
Male,2,52,Yes,7,4,28
Male,8,76,No,9,1,71
Male,1,42,No,5,4,13
Female,6,71,No,5,2,59
Male,8,74,No,5,3,67
Female,3,58,No,4,4,35
Female,8,53,Yes,6,1,46
Male,1,87,No,5,4,59
Male,9,61,No,8,2,57
Male,9,56,No,4,5,51
Male,5,98,Yes,6,4,80
Male,4,43,No,8,5,22
Female,6,84,No,6,5,71
Female,7,79,No,9,3,73
Female,5,58,No,6,2,40
Female,9,76,Yes,8,2,75
Male,3,41,Yes,7,5,24
Male,7,54,Yes,6,2,45
Female,5,41,No,7,3,25
Female,7,50,Yes,6,3,42
Male,2,84,Yes,9,4,63
Female,4,62,No,8,3,44
Female,2,49,No,6,1,26
Female,7,42,Yes,5,4,31
Male,2,44,Yes,9,5,26
Male,1,42,Yes,5,1,15
Male,9,77,Yes,9,5,77
Female,1,52,No,9,3,31
Female,8,81,No,6,1,75
Male,2,58,Yes,8,2,34
Male,8,79,Yes,8,1,74
Female,3,89,Yes,4,2,68
Male,6,74,No,8,3,64
Female,3,63,No,7,1,43
Male,7,63,No,6,1,54
Female,9,56,Yes,5,4,53
Female,2,79,No,8,1,56
Female,5,49,Yes,5,4,34
Male,6,41,Yes,4,4,27
Male,4,83,No,6,3,66
Female,4,62,Yes,8,4,41
Male,4,45,No,5,5,25
Male,2,41,No,9,3,20
Male,4,60,Yes,8,5,45
Male,1,94,Yes,4,5,70
Female,6,95,No,9,4,86
Male,1,74,No,5,3,46
Male,6,88,No,5,1,73
Male,1,68,No,6,2,42
Female,6,46,No,6,1,27
Male,8,68,No,5,2,64
Male,2,92,No,9,5,71
Male,2,76,Yes,6,3,56
Female,4,62,No,5,4,43
Male,3,72,Yes,9,3,50
Female,4,47,Yes,7,2,31
Female,7,51,No,8,1,42
Female,1,85,No,7,5,60
Female,6,87,No,7,5,76
Female,3,49,No,8,5,28
Female,7,54,No,5,4,45
Male,2,92,Yes,5,5,71
Female,2,63,Yes,6,4,44
Female,4,65,No,4,1,48
Male,1,86,No,5,4,57
Female,3,81,No,8,1,61
Female,9,92,No,4,4,86
Male,7,99,Yes,8,5,95
Female,7,78,Yes,8,2,70
Male,4,97,Yes,8,5,81
Female,2,42,No,4,3,18
Female,4,41,No,7,5,24
Male,6,45,No,9,5,32
Female,3,60,Yes,8,5,40
Female,1,48,Yes,6,3,25
Male,8,49,Yes,5,4,41
Female,5,75,No,9,1,66
Male,5,98,Yes,5,4,83
Female,4,42,No,5,4,22
Male,6,80,Yes,4,1,70
Male,3,63,No,6,2,42
Male,9,61,No,6,2,56
Female,5,88,No,9,4,72
Male,3,53,No,6,3,31
Female,1,81,Yes,6,3,60
Male,6,84,Yes,6,2,74
Female,2,83,Yes,9,2,62
Female,3,66,No,7,3,44
Male,1,72,Yes,6,2,46
Male,9,99,No,6,5,96
Female,8,61,Yes,4,1,51
Male,2,68,Yes,4,4,43
Female,8,58,No,6,5,51
Male,9,58,No,7,5,58
Female,1,45,No,6,3,23
Female,5,84,Yes,6,5,67
Female,8,58,No,6,1,50
Male,2,52,Yes,8,1,31
Male,4,98,Yes,7,1,83
Male,7,65,Yes,5,1,55
Female,3,61,No,6,3,44
Female,5,60,Yes,5,5,45
Female,8,75,No,7,3,73
Female,3,95,No,6,5,76
Male,4,41,Yes,5,2,23
Male,9,86,Yes,9,4,84
Female,7,83,Yes,5,2,73
Female,1,69,Yes,7,5,48
Male,4,66,No,6,4,50
Male,4,46,No,8,4,30
Male,9,59,No,7,3,51
Male,6,89,No,8,2,76
Male,9,70,No,6,2,66
Female,6,62,No,5,2,50
Male,6,52,No,9,2,40
Female,5,56,No,9,2,42
Male,5,43,No,7,1,29
Male,2,96,Yes,7,2,77
Male,8,53,Yes,7,1,45
Male,8,59,No,4,3,49
Male,1,99,No,9,4,74
Male,8,52,Yes,9,2,45
Male,5,42,Yes,6,4,27
Male,2,65,Yes,4,4,44
Male,2,65,No,7,5,42
Male,6,57,Yes,7,4,43
Female,9,71,Yes,8,5,68
Male,1,53,Yes,4,3,29
Female,6,86,Yes,5,4,73
Female,9,42,Yes,9,4,39
Female,8,40,No,6,1,30
Male,6,65,Yes,5,5,53
Male,3,63,No,5,2,38
Male,8,88,Yes,6,3,82
Female,9,74,Yes,7,2,72
Female,1,53,Yes,9,2,24
Female,9,42,Yes,8,2,44
Male,6,52,Yes,7,4,45
Female,6,86,No,7,5,75
Female,4,89,No,4,2,75
Male,1,53,No,5,1,26
Female,8,60,No,5,1,49
Male,2,65,No,9,3,42
Female,1,42,No,5,4,14
Male,2,90,No,8,2,64
Male,1,79,Yes,8,3,54
Female,1,43,No,8,5,16
Male,9,75,Yes,6,5,73
Female,1,90,Yes,9,2,67
Male,4,82,No,8,5,69
Female,6,40,Yes,4,4,28
Male,7,79,Yes,4,2,67
Male,2,86,No,7,5,62
Female,6,72,Yes,7,5,60
Male,7,46,No,9,5,43
Female,2,92,Yes,7,2,70
Female,2,91,No,7,2,70
Female,7,91,Yes,4,5,84
Female,1,95,No,7,3,72
Male,8,50,Yes,4,3,44
Female,3,66,No,8,5,46
Male,6,53,Yes,8,2,41
Female,9,61,Yes,9,5,58
Male,6,55,No,6,4,44
Female,9,85,Yes,7,5,89
Female,7,51,No,8,1,45
Male,9,88,Yes,8,2,87
Male,2,85,Yes,9,4,61
Female,8,49,No,5,5,41
Male,8,63,Yes,5,3,57
Male,2,85,No,9,4,62
Male,4,57,Yes,4,3,39
Female,7,61,Yes,6,3,54
Male,4,48,Yes,9,1,33
Male,4,56,Yes,5,5,42
Male,6,77,No,6,5,70
Female,6,79,No,8,2,67
Male,3,97,Yes,9,1,80
Male,9,52,Yes,4,4,44
Male,2,89,No,6,4,69
Female,6,76,Yes,5,2,66
Male,7,45,No,8,2,35
Female,9,60,Yes,9,2,61
Male,3,90,Yes,7,5,68
Male,3,75,No,8,3,55
Female,7,46,Yes,5,4,36
Male,4,75,No,9,3,56
Female,8,64,No,5,3,58
Male,7,50,No,7,3,40
Male,5,83,No,8,2,68
Male,7,53,No,6,5,43
Male,3,84,No,6,3,61
Female,2,68,Yes,8,4,45
Female,6,49,No,6,1,36
Male,2,89,No,9,3,67
Female,3,87,Yes,8,3,67
Female,6,44,No,8,2,29
Female,5,47,Yes,5,2,31
Male,8,85,No,4,4,74
Male,9,44,No,5,3,37
Female,3,97,No,6,4,79
Male,3,99,Yes,4,1,76
Male,3,63,Yes,8,5,45
Female,6,79,No,6,2,65
Male,1,96,No,7,4,72
Female,7,65,Yes,6,1,62
Male,1,45,Yes,4,1,19
Male,5,55,Yes,4,2,39
Male,8,99,No,8,3,93
Female,4,75,Yes,9,2,62
Male,5,51,Yes,7,3,37
Male,4,50,Yes,8,5,34
Male,4,42,Yes,7,5,23
Female,8,83,Yes,7,2,79
Male,2,76,Yes,8,3,51
Female,1,45,Yes,6,4,18
Female,3,58,No,5,3,41
Female,9,57,Yes,7,3,57
Female,4,55,No,4,3,36
Male,5,62,No,8,1,47
Male,2,82,Yes,9,3,65
Male,4,76,No,6,2,57
Female,2,48,No,7,5,22
Female,2,42,Yes,9,5,20
Male,4,47,No,6,2,27
Female,6,77,Yes,8,4,64
Male,7,43,Yes,9,4,32
Male,3,51,Yes,4,2,29
Female,3,83,Yes,7,4,62
Male,6,70,Yes,7,2,56
Male,3,64,Yes,9,2,43
Male,2,92,Yes,6,3,70
Male,8,55,No,8,4,49
Female,5,81,Yes,5,4,68
Female,1,93,No,7,2,66
Female,3,53,Yes,4,2,31
Male,8,52,Yes,7,2,44
Male,4,80,Yes,7,4,65
Male,7,46,No,5,3,36
Male,2,51,No,5,1,27
Female,7,76,No,8,1,71
Male,5,89,No,7,2,76
Male,5,43,No,7,3,31
Male,6,41,No,6,3,26
Female,9,74,Yes,6,4,69
Female,6,97,Yes,9,5,90
Male,8,83,No,9,5,79
Male,7,42,No,4,5,33
Female,9,43,No,4,5,40
Male,4,77,No,6,5,58
Female,2,51,No,9,2,28
Female,7,58,Yes,4,2,50
Male,6,49,Yes,7,1,37
Male,1,40,Yes,9,4,15
Male,9,56,Yes,5,4,50
Female,9,55,Yes,9,3,55
Male,2,48,Yes,7,4,25
Male,3,96,Yes,6,4,79
Female,5,92,Yes,8,3,79
Male,5,48,No,8,5,36
Male,1,98,No,6,5,69
Male,8,94,Yes,7,1,83
Female,8,48,Yes,4,5,44
Male,4,51,Yes,9,3,36
Female,7,94,No,9,1,84
Male,3,80,No,4,1,58
Female,6,54,Yes,8,2,44
Female,9,41,No,6,5,36
Male,1,50,Yes,6,2,23
Female,5,50,Yes,5,1,33
Male,4,47,Yes,8,4,31
Male,8,94,Yes,6,5,90
Female,1,71,Yes,5,4,45
Male,9,45,No,4,1,40
Male,6,92,Yes,8,5,81
Female,4,59,Yes,8,3,47
Male,9,78,Yes,6,5,75
Female,5,74,Yes,6,2,61
Male,5,47,No,7,1,37
Male,5,89,Yes,4,2,75
Female,1,88,Yes,4,4,63
Female,1,82,No,9,2,61
Male,8,73,Yes,5,1,70
Male,8,96,Yes,5,4,91
Female,6,92,Yes,7,3,80
Female,4,98,Yes,9,5,83
Male,2,95,No,4,2,72
Female,2,58,Yes,5,1,35
Male,9,46,Yes,4,1,41
Male,5,70,No,4,2,57
Male,4,57,Yes,9,2,43
Male,1,79,Yes,5,2,55
Male,7,53,No,6,1,42
Male,3,78,Yes,6,4,59
Female,6,99,No,9,1,90
Male,5,92,Yes,5,2,79
Female,5,99,No,7,3,89
Female,5,98,Yes,8,1,87
Female,1,75,Yes,9,5,50
Female,1,56,No,4,5,33
Female,3,76,Yes,9,5,58
Female,4,83,No,8,4,68
Female,5,48,No,9,4,33
Male,2,97,No,5,1,73
Female,8,59,No,4,4,50
Male,2,84,Yes,8,1,59
Male,9,96,No,6,5,93
Female,2,67,Yes,7,1,47
Male,9,89,Yes,9,3,89
Female,7,59,No,9,3,47
Male,8,80,No,8,1,77
Female,2,75,Yes,7,5,53
Female,7,92,No,9,2,87
Female,6,66,Yes,6,5,53
Male,4,47,No,8,3,28
Male,7,71,Yes,5,5,66
Male,4,40,Yes,4,4,23
Female,2,56,No,6,4,28
Female,7,96,Yes,7,3,89
Male,8,48,Yes,7,2,38
Female,2,59,No,6,4,37
Male,5,84,No,5,3,66
Male,1,71,No,9,5,44
Male,7,41,No,5,3,33
Male,8,71,No,9,3,67
Female,6,84,Yes,9,3,76
Female,5,48,Yes,7,3,33
Male,6,69,No,9,2,59
Female,2,59,Yes,6,5,39
Female,1,77,Yes,9,3,55
Male,7,99,Yes,6,2,96
Male,7,40,Yes,4,2,30
Female,2,99,Yes,7,1,80
Female,2,96,No,5,3,75
Male,1,44,No,8,2,19
Male,8,74,Yes,5,5,71
Male,8,75,Yes,5,4,67
Female,1,40,No,8,1,16
Male,8,53,No,7,3,45
Female,9,48,No,9,2,44
Female,4,69,No,4,4,50
Male,1,63,Yes,5,3,37
Male,1,43,No,9,4,15
Male,3,89,No,5,1,71
Female,5,53,Yes,7,4,42
Male,5,64,No,7,3,49
Male,9,43,No,6,2,41
Female,2,64,No,7,1,40
Female,2,49,No,7,1,25
Female,6,74,No,5,4,62
Female,9,94,Yes,4,1,93
Female,1,46,Yes,5,1,19
Female,9,81,Yes,9,1,77
Female,9,52,Yes,7,3,52
Female,9,43,Yes,6,4,41
Male,5,89,No,4,1,69
Male,9,82,No,6,1,82
Female,4,96,No,8,3,82
Male,2,75,No,6,4,49
Female,6,95,No,6,2,82
Male,4,53,No,9,2,40
Male,6,57,No,7,2,48
Male,3,47,No,9,2,28
Male,6,71,No,7,2,60
Male,2,66,No,9,1,43
Female,2,81,No,7,1,59
Female,9,76,No,7,4,71
Female,7,62,No,7,5,52
Male,3,46,Yes,6,5,27
Female,1,51,No,8,3,28
Female,8,64,Yes,7,1,62
Male,6,42,No,8,2,27
Male,7,65,No,8,5,55
Male,9,43,No,5,4,39
Male,5,81,Yes,5,1,66
Female,1,75,Yes,4,2,46
Male,7,54,No,9,2,47
Female,5,71,No,5,3,59
Male,3,68,No,7,2,46
Female,9,49,No,8,5,47
Male,1,60,Yes,9,1,39
Female,1,93,Yes,4,3,67
Male,1,55,No,5,5,26
Male,3,86,Yes,6,3,68
Male,6,58,Yes,9,4,49
Female,3,68,No,4,4,45
Female,8,91,No,7,2,88
Male,2,90,No,9,4,67
Male,9,57,Yes,8,3,54
Female,3,97,No,7,1,75
Female,5,83,Yes,7,1,67
Female,8,96,No,9,4,91
Female,2,55,No,6,5,30
Female,6,40,Yes,6,3,29
Female,5,87,Yes,9,4,75
Male,9,41,Yes,9,5,41
Male,5,95,Yes,9,1,84
Female,2,54,Yes,8,3,31
Female,5,78,Yes,5,2,64
Female,4,67,No,7,3,48
Male,7,40,Yes,9,3,29
Female,6,44,Yes,5,2,33
Male,2,81,No,8,3,59
Female,5,61,Yes,7,4,45
Female,7,92,Yes,5,1,86
Male,7,75,No,7,2,65
Female,5,85,No,6,1,73
Female,9,52,No,9,3,50
Female,4,40,Yes,6,5,20
Female,3,55,No,4,5,36
Female,4,94,Yes,8,4,78
Male,5,80,No,9,3,65
Female,6,61,Yes,5,1,48
Female,3,71,No,7,5,49
Male,2,55,No,4,3,32
Female,4,90,No,8,5,69
Female,5,54,Yes,8,3,41
Female,4,97,Yes,8,2,77
Male,3,85,No,5,4,60
Male,8,91,No,9,5,88
Male,4,81,No,6,3,61
Female,2,92,No,4,3,69
Female,2,51,Yes,5,2,29
Female,1,99,No,7,4,73
Female,4,40,No,5,2,22
Female,9,92,Yes,7,5,93
Female,7,56,Yes,7,4,46
Female,7,80,No,8,4,74
Male,7,94,No,5,1,83
Female,8,90,Yes,6,1,84
Male,1,96,Yes,7,2,71
Male,8,89,No,8,3,82
Female,4,67,Yes,6,5,49
Male,4,46,Yes,5,1,27
Male,4,48,No,6,1,29
